,Field ID,Unnamed: 0,Unique Name,Question Stem,Data type,Full Answer,Select one/Toggle multiple/Enter integer answer,Category
1013,2463.0,Fractured.broken.bones.in.last.5.years...Instance.0_0,L5,Have you fractured/broken any bones in the last 5 years?,Logical,0 : No,Select one answer,Health and medical history
1014,2463.0,Fractured.broken.bones.in.last.5.years...Instance.0_1,L5,Have you fractured/broken any bones in the last 5 years?,Logical,1 : Yes,Select one answer,Health and medical history
1015,6151.0,Fractured.bone.site.s....Instance.0_1,L5A,Which bones did you fracture/break? (You can select more than one answer),Logical,1 : Ankle,Toggle multiple answer,Health and medical history
1016,6151.0,Fractured.bone.site.s....Instance.0_2,L5A,Which bones did you fracture/break? (You can select more than one answer),Logical,2 : Leg,Toggle multiple answer,Health and medical history
1017,6151.0,Fractured.bone.site.s....Instance.0_3,L5A,Which bones did you fracture/break? (You can select more than one answer),Logical,3 : Hip,Toggle multiple answer,Health and medical history
1018,6151.0,Fractured.bone.site.s....Instance.0_4,L5A,Which bones did you fracture/break? (You can select more than one answer),Logical,4 : Spine,Toggle multiple answer,Health and medical history
1019,6151.0,Fractured.bone.site.s....Instance.0_5,L5A,Which bones did you fracture/break? (You can select more than one answer),Logical,5 : Wrist,Toggle multiple answer,Health and medical history
1020,6151.0,Fractured.bone.site.s....Instance.0_6,L5A,Which bones did you fracture/break? (You can select more than one answer),Logical,6 : Arm,Toggle multiple answer,Health and medical history
1021,6151.0,Fractured.bone.site.s....Instance.0_7,L5A,Which bones did you fracture/break? (You can select more than one answer),Logical,7 : Other bones,Toggle multiple answer,Health and medical history
1023,3005.0,Fracture.resulting.from.simple.fall...Instance.0_1,L5B,Did the fracture result from a simple fall (i.e. from standing height)?,Logical,1 : Yes,Select one answer,Health and medical history
1024,2473.0,Other.serious.medical.condition.disability.diagnosed.by.doctor...Instance.0_0,L5C,Has a doctor ever told you that you have had any other serious medical conditions or disabilities?,Logical,0 : No,Select one answer,Health and medical history
1025,2473.0,Other.serious.medical.condition.disability.diagnosed.by.doctor...Instance.0_1,L5C,Has a doctor ever told you that you have had any other serious medical conditions or disabilities?,Logical,1 : Yes,Select one answer,Health and medical history
1026,,Combined.sex.medication_1,L5DM & L5DF,Do you regularly take any of the following medications? (you can select more than one answer),Logical,1 : Cholesterol lowering medication,Toggle multiple answer,Health and medical history
1027,,Combined.sex.medication_2,L5DM & L5DF,Do you regularly take any of the following medications? (you can select more than one answer),Logical,2 : Blood pressure medication,Toggle multiple answer,Health and medical history
1028,,Combined.sex.medication_3,L5DM & L5DF,Do you regularly take any of the following medications? (you can select more than one answer),Logical,3 : Insulin,Toggle multiple answer,Health and medical history
1029,,Combined.sex.medication_4,L5DM & L5DF,Do you regularly take any of the following medications? (you can select more than one answer),Logical,4 : Hormone replacement therapy,Toggle multiple answer,Health and medical history
1030,,Combined.sex.medication_5,L5DM & L5DF,Do you regularly take any of the following medications? (you can select more than one answer),Logical,5 : Oral contraceptive pill or minipill,Toggle multiple answer,Health and medical history
1031,,Combined.sex.medication_neg7,L5DM & L5DF,Do you regularly take any of the following medications? (you can select more than one answer),Logical,-7 : None of the above,Select one answer,Health and medical history
1032,2492.0,Taking.other.prescription.medications...Instance.0_0,L6,"Do you regularly take any other PRESCRIPTION medications?
(Do not forget medications such as puffers or patches)",Logical,0 : No,Select one answer,Health and medical history
1033,2492.0,Taking.other.prescription.medications...Instance.0_1,L6,"Do you regularly take any other PRESCRIPTION medications?
(Do not forget medications such as puffers or patches)",Logical,1 : Yes,Select one answer,Health and medical history
1034,6154.0,Medication.for.pain.relief..constipation..heartburn...Instance.0_1,L6C,Do you regularly take any of the following? (You can select more than one answer),Logical,1 : Aspirin,Toggle multiple answer,Health and medical history
1036,6154.0,Medication.for.pain.relief..constipation..heartburn...Instance.0_3,L6C,Do you regularly take any of the following? (You can select more than one answer),Logical,3 : Paracetamol,Toggle multiple answer,Health and medical history
1037,6154.0,Medication.for.pain.relief..constipation..heartburn...Instance.0_4,L6C,Do you regularly take any of the following? (You can select more than one answer),Logical,4 : Ranitidine (e.g. Zantac),Toggle multiple answer,Health and medical history
1038,6154.0,Medication.for.pain.relief..constipation..heartburn...Instance.0_5,L6C,Do you regularly take any of the following? (You can select more than one answer),Logical,5 : Omeprazole (e.g. Zanprol),Toggle multiple answer,Health and medical history
1039,6154.0,Medication.for.pain.relief..constipation..heartburn...Instance.0_6,L6C,Do you regularly take any of the following? (You can select more than one answer),Logical,"6 : Laxatives (e.g. Dulcolax, Senokot)",Toggle multiple answer,Health and medical history
1040,6154.0,Medication.for.pain.relief..constipation..heartburn...Instance.0_neg7,L6C,Do you regularly take any of the following? (You can select more than one answer),Logical,-7 : None of the above,Select one answer,Health and medical history
1041,6155.0,Vitamin.and.mineral.supplements...Instance.0_1,L7,Do you regularly take any of the following? (You can select more than one answer),Logical,1 : Vitamin A,Toggle multiple answer,Health and medical history
1046,6155.0,Vitamin.and.mineral.supplements...Instance.0_6,L7,Do you regularly take any of the following? (You can select more than one answer),Logical,6 : Folic acid or Folate (Vit B9),Toggle multiple answer,Health and medical history
1048,6155.0,Vitamin.and.mineral.supplements...Instance.0_neg7,L7,Do you regularly take any of the following? (You can select more than one answer),Logical,-7 : None of the above,Select one answer,Health and medical history
1049,6179.0,Mineral.and.other.dietary.supplements...Instance.0_1,L7A,Do you regularly take any of the following? (You can select more than one answer),Logical,1 : Fish oil (including cod liver oil),Toggle multiple answer,Health and medical history
1051,6179.0,Mineral.and.other.dietary.supplements...Instance.0_3,L7A,Do you regularly take any of the following? (You can select more than one answer),Logical,3 : Calcium,Toggle multiple answer,Health and medical history
1052,6179.0,Mineral.and.other.dietary.supplements...Instance.0_4,L7A,Do you regularly take any of the following? (You can select more than one answer),Logical,4 : Zinc,Toggle multiple answer,Health and medical history
1053,6179.0,Mineral.and.other.dietary.supplements...Instance.0_5,L7A,Do you regularly take any of the following? (You can select more than one answer),Logical,5 : Iron,Toggle multiple answer,Health and medical history
1056,2247.0,Hearing.difficulty.problems...Instance.0_0,H6,Do you have any difficulty with your hearing?,Logical,0 : No,Select one answer,Health and medical history
1057,2247.0,Hearing.difficulty.problems...Instance.0_1,H6,Do you have any difficulty with your hearing?,Logical,1 : Yes,Select one answer,Health and medical history
1058,2257.0,Hearing.difficulty.problems.with.background.noise...Instance.0_0,H7,"Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?",Logical,0 : No,Select one answer,Health and medical history
1059,2257.0,Hearing.difficulty.problems.with.background.noise...Instance.0_1,H7,"Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?",Logical,1 : Yes,Select one answer,Health and medical history
1060,3393.0,Hearing.aid.user...Instance.0_0,H7A,Do you use a hearing aid most of the time?,Logical,0 : No,Select one answer,Health and medical history
1061,3393.0,Hearing.aid.user...Instance.0_1,H7A,Do you use a hearing aid most of the time?,Logical,1 : Yes,Select one answer,Health and medical history
1081,2375.0,Relative.age.of.first.facial.hair...Instance.0_1,MH4,When did you start to grow facial hair?,Logical,1 : Younger than average,Select one answer,Sex-specific factors
1082,2375.0,Relative.age.of.first.facial.hair...Instance.0_2,MH4,When did you start to grow facial hair?,Logical,2 : About average age,Select one answer,Sex-specific factors
1083,2375.0,Relative.age.of.first.facial.hair...Instance.0_3,MH4,When did you start to grow facial hair?,Logical,3 : Older than average,Select one answer,Sex-specific factors
1084,2385.0,Relative.age.voice.broke...Instance.0_1,MH5,When did your voice break?,Logical,1 : Younger than average,Select one answer,Sex-specific factors
1085,2385.0,Relative.age.voice.broke...Instance.0_2,MH5,When did your voice break?,Logical,2 : About average age,Select one answer,Sex-specific factors
1087,2395.0,Hair.balding.pattern...Instance.0_1,MH6,Which of the following best describes your hair/balding pattern?,Logical,1 : Pattern 1,Select one answer,Sex-specific factors
1088,2395.0,Hair.balding.pattern...Instance.0_2,MH6,Which of the following best describes your hair/balding pattern?,Logical,2 : Pattern 2,Select one answer,Sex-specific factors
1089,2395.0,Hair.balding.pattern...Instance.0_3,MH6,Which of the following best describes your hair/balding pattern?,Logical,3 : Pattern 3,Select one answer,Sex-specific factors
1090,2395.0,Hair.balding.pattern...Instance.0_4,MH6,Which of the following best describes your hair/balding pattern?,Logical,4 : Pattern 4,Select one answer,Sex-specific factors
1091,2405.0,Number.of.children.fathered...Instance.0_Lower.third,MH7,How many children have you fathered?,Logical,,Enter integer answer,Sex-specific factors
1092,2405.0,Number.of.children.fathered...Instance.0_Middle.third,MH7,How many children have you fathered?,Logical,,Enter integer answer,Sex-specific factors
1093,2405.0,Number.of.children.fathered...Instance.0_Upper.third,MH7,How many children have you fathered?,Logical,,Enter integer answer,Sex-specific factors
1094,2674.0,Ever.had.breast.cancer.screening...mammogram...Instance.0_0,FH7,Have you ever been for breast cancer screening (a mammogram)?,Logical,0 : No,Select one answer,Sex-specific factors
1095,2674.0,Ever.had.breast.cancer.screening...mammogram...Instance.0_1,FH7,Have you ever been for breast cancer screening (a mammogram)?,Logical,1 : Yes,Select one answer,Sex-specific factors
1096,2684.0,Years.since.last.breast.cancer.screening...mammogram...Instance.0_Lower.third,FH7A,How many years ago was your last screen?,Logical,,Enter integer answer,Sex-specific factors
1097,2684.0,Years.since.last.breast.cancer.screening...mammogram...Instance.0_Middle.third,FH7A,How many years ago was your last screen?,Logical,,Enter integer answer,Sex-specific factors
1098,2684.0,Years.since.last.breast.cancer.screening...mammogram...Instance.0_Upper.third,FH7A,How many years ago was your last screen?,Logical,,Enter integer answer,Sex-specific factors
1100,2694.0,Ever.had.cervical.smear.test...Instance.0_1,FH8,Have you ever had a cervical smear test?,Logical,1 : Yes,Select one answer,Sex-specific factors
1101,2704.0,Years.since.last.cervical.smear.test...Instance.0_Lower.third,FH8B,How many years ago was your last cervical smear test?,Logical,,Enter integer answer,Sex-specific factors
1102,2704.0,Years.since.last.cervical.smear.test...Instance.0_Middle.third,FH8B,How many years ago was your last cervical smear test?,Logical,,Enter integer answer,Sex-specific factors
1104,2714.0,Age.when.periods.started..menarche....Instance.0_Lower.third,FH1,How old were you when your periods started?,Logical,,Enter integer answer,Sex-specific factors
1105,2714.0,Age.when.periods.started..menarche....Instance.0_Middle.third,FH1,How old were you when your periods started?,Logical,,Enter integer answer,Sex-specific factors
1106,2714.0,Age.when.periods.started..menarche....Instance.0_Upper.third,FH1,How old were you when your periods started?,Logical,,Enter integer answer,Sex-specific factors
1107,2724.0,Had.menopause...Instance.0_0,FH2,Have you had your menopause (periods stopped)?,Logical,1 : Yes,Select one answer,Sex-specific factors
1108,2724.0,Had.menopause...Instance.0_1,FH2,Have you had your menopause (periods stopped)?,Logical,0 : No,Select one answer,Sex-specific factors
1110,2724.0,Had.menopause...Instance.0_3,FH2,Have you had your menopause (periods stopped)?,Logical,3 : Not sure - other reason,Select one answer,Sex-specific factors
1112,3581.0,Age.at.menopause..last.menstrual.period....Instance.0_Middle.third,FH2A,How old were you when your periods stopped?,Logical,,Enter integer answer,Sex-specific factors
1113,3581.0,Age.at.menopause..last.menstrual.period....Instance.0_Upper.third,FH2A,How old were you when your periods stopped?,Logical,,Enter integer answer,Sex-specific factors
1114,3700.0,Time.since.last.menstrual.period...Instance.0_Lower.third,FH2B,How many days since your last menstrual period?,Logical,,Enter integer answer,Sex-specific factors
1115,3700.0,Time.since.last.menstrual.period...Instance.0_Middle.third,FH2B,How many days since your last menstrual period?,Logical,,Enter integer answer,Sex-specific factors
1116,3700.0,Time.since.last.menstrual.period...Instance.0_Upper.third,FH2B,How many days since your last menstrual period?,Logical,,Enter integer answer,Sex-specific factors
1117,3710.0,Length.of.menstrual.cycle...Instance.0_Lower.third,FH2C,How many days is your usual menstrual cycle?(The number of days between each menstrual period),Logical,,Enter integer answer,Sex-specific factors
1118,3710.0,Length.of.menstrual.cycle...Instance.0_Middle.third,FH2C,How many days is your usual menstrual cycle?(The number of days between each menstrual period),Logical,,Enter integer answer,Sex-specific factors
1120,3710.0,Length.of.menstrual.cycle...Instance.0_neg6,FH2C,How many days is your usual menstrual cycle?(The number of days between each menstrual period),Logical,-6 : Irregular cycle,Select one answer,Sex-specific factors
1121,3720.0,Menstruating.today...Instance.0_0,FH2D,"Are you menstruating today?
(We are asking this as it may affect the urine sample that you have been asked to provide)",Logical,0 : No,Select one answer,Sex-specific factors
1123,2734.0,Number.of.live.births...Instance.0_Lower.third,FH3,"How many children have you given birth to?
(Please include live births only)",Logical,,Enter integer answer,Sex-specific factors
1125,2734.0,Number.of.live.births...Instance.0_Upper.third,FH3,"How many children have you given birth to?
(Please include live births only)",Logical,,Enter integer answer,Sex-specific factors
1126,2744.0,Birth.weight.of.first.child...Instance.0_Lower.third,FH3A,What was the birth weight of your first child in pounds?(do not include twins),Logical,,Enter integer answer,Sex-specific factors
1127,2744.0,Birth.weight.of.first.child...Instance.0_Middle.third,FH3A,What was the birth weight of your first child in pounds?(do not include twins),Logical,,Enter integer answer,Sex-specific factors
1128,2744.0,Birth.weight.of.first.child...Instance.0_Upper.third,FH3A,What was the birth weight of your first child in pounds?(do not include twins),Logical,,Enter integer answer,Sex-specific factors
1129,2744.0,Birth.weight.of.first.child...Instance.0_neg2,FH3A,What was the birth weight of your first child in pounds?(do not include twins),Logical,-2 : Only had twins,Select one answer,Sex-specific factors
1131,3872.0,Age.of.primiparous.women.at.birth.of.child...Instance.0_Middle.third,FH3B,How old were you when you had your child?,Logical,,Enter integer answer,Sex-specific factors
1132,3872.0,Age.of.primiparous.women.at.birth.of.child...Instance.0_Upper.third,FH3B,How old were you when you had your child?,Logical,,Enter integer answer,Sex-specific factors
1134,2754.0,Age.at.first.live.birth...Instance.0_Middle.third,FH3C,How old were you when you had your FIRST child?,Logical,,Enter integer answer,Sex-specific factors
1135,2754.0,Age.at.first.live.birth...Instance.0_Upper.third,FH3C,How old were you when you had your FIRST child?,Logical,,Enter integer answer,Sex-specific factors
1137,2764.0,Age.at.last.live.birth...Instance.0_Middle.third,FH3D,How old were you when you had your LAST child?,Logical,,Enter integer answer,Sex-specific factors
1138,2764.0,Age.at.last.live.birth...Instance.0_Upper.third,FH3D,How old were you when you had your LAST child?,Logical,,Enter integer answer,Sex-specific factors
1139,2774.0,Ever.had.stillbirth..spontaneous.miscarriage.or.termination...Instance.0_0,FH4,"Have you ever had any stillbirths, spontaneous miscarriages or terminations?",Logical,0 : No,Select one answer,Sex-specific factors
1140,2774.0,Ever.had.stillbirth..spontaneous.miscarriage.or.termination...Instance.0_1,FH4,"Have you ever had any stillbirths, spontaneous miscarriages or terminations?",Logical,1 : Yes,Select one answer,Sex-specific factors
1141,3829.0,Number.of.stillbirths...Instance.0_Middle.third,FH4A,How many stillbirths? (enter 0 if none),Logical,,Enter integer answer,Sex-specific factors
1143,3839.0,Number.of.spontaneous.miscarriages...Instance.0_Middle.third,FH4B,How many spontaneous miscarriages? (enter 0 if none),Logical,,Enter integer answer,Sex-specific factors
1144,3839.0,Number.of.spontaneous.miscarriages...Instance.0_Upper.third,FH4B,How many spontaneous miscarriages? (enter 0 if none),Logical,,Enter integer answer,Sex-specific factors
1145,3849.0,Number.of.pregnancy.terminations...Instance.0_Middle.third,FH4C,How many terminations? (enter 0 if none),Logical,,Enter integer answer,Sex-specific factors
1146,3849.0,Number.of.pregnancy.terminations...Instance.0_Upper.third,FH4C,How many terminations? (enter 0 if none),Logical,,Enter integer answer,Sex-specific factors
1148,2784.0,Ever.taken.oral.contraceptive.pill...Instance.0_1,FH5,Have you ever taken the contraceptive pill? (include the 'mini-pill'),Logical,1 : Yes,Select one answer,Sex-specific factors
1149,2794.0,Age.started.oral.contraceptive.pill...Instance.0_Lower.third,FH5A,About how old were you when you first went on the contraceptive pill?,Logical,,Enter integer answer,Sex-specific factors
1150,2794.0,Age.started.oral.contraceptive.pill...Instance.0_Middle.third,FH5A,About how old were you when you first went on the contraceptive pill?,Logical,,Enter integer answer,Sex-specific factors
1151,2794.0,Age.started.oral.contraceptive.pill...Instance.0_Upper.third,FH5A,About how old were you when you first went on the contraceptive pill?,Logical,,Enter integer answer,Sex-specific factors
1152,2804.0,Age.when.last.used.oral.contraceptive.pill...Instance.0_Lower.third,FH5B,How old were you when you last used the contraceptive pill?,Logical,,Enter integer answer,Sex-specific factors
1153,2804.0,Age.when.last.used.oral.contraceptive.pill...Instance.0_Middle.third,FH5B,How old were you when you last used the contraceptive pill?,Logical,,Enter integer answer,Sex-specific factors
1154,2804.0,Age.when.last.used.oral.contraceptive.pill...Instance.0_Upper.third,FH5B,How old were you when you last used the contraceptive pill?,Logical,,Enter integer answer,Sex-specific factors
1155,2814.0,Ever.used.hormone.replacement.therapy..HRT....Instance.0_0,FH6,Have you ever used hormone replacement therapy (HRT)?,Logical,0 : No,Select one answer,Sex-specific factors
1161,3546.0,Age.last.used.hormone.replacement.therapy..HRT....Instance.0_Middle.third,FH6B,How old were you when you last used HRT?,Logical,,Enter integer answer,Sex-specific factors
1162,3546.0,Age.last.used.hormone.replacement.therapy..HRT....Instance.0_Upper.third,FH6B,How old were you when you last used HRT?,Logical,,Enter integer answer,Sex-specific factors
1163,3546.0,Age.last.used.hormone.replacement.therapy..HRT....Instance.0_neg11,FH6B,How old were you when you last used HRT?,Logical,-11 : Still taking HRT,Select one answer,Sex-specific factors
1164,3591.0,Ever.had.hysterectomy..womb.removed....Instance.0_0,FH9,Have you had a hysterectomy (womb removed)?,Logical,0 : No,Select one answer,Sex-specific factors
1165,3591.0,Ever.had.hysterectomy..womb.removed....Instance.0_1,FH9,Have you had a hysterectomy (womb removed)?,Logical,1 : Yes,Select one answer,Sex-specific factors
1166,2824.0,Age.at.hysterectomy...Instance.0_Lower.third,FH9A,How old were you when you had your hysterectomy?,Logical,,Enter integer answer,Sex-specific factors
1167,2824.0,Age.at.hysterectomy...Instance.0_Middle.third,FH9A,How old were you when you had your hysterectomy?,Logical,,Enter integer answer,Sex-specific factors
1169,2834.0,Bilateral.oophorectomy..both.ovaries.removed....Instance.0_0,FH10,Have you had BOTH ovaries removed?,Logical,0 : No,Select one answer,Sex-specific factors
1174,,Illnesses.of.adopted.siblings...Instance.0_2,,,,,,Family history
1175,,Illnesses.of.adopted.siblings...Instance.0_9,,,,,,Family history
1176,,Illnesses.of.adopted.siblings...Instance.0_8,,,,,,Family history
1177,,Illnesses.of.adopted.mother...Instance.0_4,,,,,,Family history
1178,,Illnesses.of.adopted.siblings...Instance.0_11,,,,,,Family history
1179,,Non.butter.spread.type.details...Instance.0_5,,,,,,Lifestyle and environment
1180,,Reason.former.drinker.stopped.drinking.alcohol...Instance.0_4,,,,,,Lifestyle and environment
1181,,Number.of.cigarettes.previously.smoked.daily..current.cigar.pipe.smokers....Instance.0_Upper.third,,,,,,Lifestyle and environment
1182,,Cereal.type...Instance.0_1,,,,,,Lifestyle and environment
1183,,Lamb.mutton.intake...Instance.0_5,,,,,,Lifestyle and environment
1184,,Age.stopped.smoking.cigarettes..current.cigar.pipe.or.previous.cigarette.smoker....Instance.0_Lower.third,,,,,,Lifestyle and environment
1185,,Type.of.tobacco.previously.smoked...Instance.0_neg7,,,,,,Lifestyle and environment
1186,,Likelihood.of.resuming.smoking...Instance.0_1,,,,,,Lifestyle and environment
1187,,Duration.of.strenuous.sports...Instance.0_1,,,,,,Lifestyle and environment
1188,,Ethnic.background...Instance.0_3,,,,,,Sociodemographics
1189,,Type.of.accommodation.lived.in...Instance.0_5,,,,,,Sociodemographics
1190,,Age.completed.full.time.education...Instance.0_neg2,,,,,,Sociodemographics
1191,,How.are.people.in.household.related.to.participant...Instance.0_5,,,,,,Sociodemographics
1192,,Ethnic.background...Instance.0_2002,,,,,,Sociodemographics
1193,,Ethnic.background...Instance.0_4003,,,,,,Sociodemographics
1194,,Ethnic.background...Instance.0_4,,,,,,Sociodemographics
